"Zeitstempel","Please indicate your first name","year","country","cc","company_id","company_name","commercial_name","NIC_id","ASN","company_market_entry","GSM_license","company_listed","company_listed_exchange","company_listed_year","company_unlisted_year","sh_group_name","sh_group_hq","sh_majority_type","sh_share","sh_share_r","sh_group_pol_entourage","sh_group_pol_type","sh_listed","sh_listed_exchange","sh_listed_year","sh_unlisted_year","sh_mother_group_name","sh_mother_group_hq","sh_mother_type","sh_mother_share","sh_mother_share_r","sh_mother_pol_entourage","sh_mother_pol_type","sh_mother_listed","sh_mother_listed_exchange","sh_mother_listed_year","sh_mother_unlisted_year","ind_name","ind_hq","ind_share","ind_share_r","ind_pol_entourage","ind_pol_type","last_name","last_hq","last_pol_entourage","last_pol_type","last_level","last_level_comp","last_level_comp_type","source_shareholder1","source_shareholder2","source_shareholder3","source_lastshareholder","Based on your coding experience for this particular year of the ISP company, is a validity check more needed than elsewhere?","comments"
"12.05.2023 17:20:30","Ying",2020,"Tanzania","TAZ","TAZ1","Airtel Tanzania (formerly Zain, Celtel, TTCL)","Airtel","ORG-CT1-AFRINIC","37133",2001,2001,0,NA,NA,NA,"Airtel Africa","United Kingdom",NA,"51",51,NA,NA,1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Float","unknown","corporation","25.67",25.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/J5UJ-E8XF, perma.cc/W7KX-Z43G, Tanzania_Airtel_2022_Orbis","perma.cc/J5UJ-E8XF, Airtel_2022_Orbis(1)",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"12.05.2023 17:31:27","Ying",2020,"Tanzania","TAZ","TAZ1","Airtel Tanzania (formerly Zain, Celtel, TTCL)","Airtel","ORG-CT1-AFRINIC","37133",2001,2001,0,NA,NA,NA,"Airtel Africa","United Kingdom",NA,"51",51,NA,NA,1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Indian Continent","Mauritius","finance","7.78",7.78,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sunil Bharti Mittal and family","India",0,NA,4,"Bharti Enterprise","corporation","perma.cc/J5UJ-E8XF, perma.cc/W7KX-Z43G, Tanzania_Airtel_2022_Orbis","perma.cc/J5UJ-E8XF, Airtel_2022_Orbis(1)",NA,"Airtel_2022_Orbis(3), Airtel_2022_Orbis(4), perma.cc/NG2G-7WN2","No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"12.05.2023 17:40:48","Ying",2020,"Tanzania","TAZ","TAZ1","Airtel Tanzania (formerly Zain, Celtel, TTCL)","Airtel","ORG-CT1-AFRINIC","37133",2001,2001,0,NA,NA,NA,"Airtel Africa","United Kingdom",NA,"51",51,NA,NA,1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Singtel","Singapore","state","5.54",5.54,NA,NA,1,"Singapore Stock Exchange","1993","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/J5UJ-E8XF, perma.cc/W7KX-Z43G, Tanzania_Airtel_2022_Orbis","perma.cc/J5UJ-E8XF, Airtel_2022_Orbis(1), perma.cc/5U7E-CCZ5, perma.cc/YW38-G6JS, Airtel_2022_Orbis(2)",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"12.05.2023 17:48:55","Ying",2020,"Tanzania","TAZ","TAZ1","Airtel Tanzania (formerly Zain, Celtel, TTCL)","Airtel","ORG-CT1-AFRINIC","37133",2001,2001,0,NA,NA,NA,"Airtel Africa","United Kingdom",NA,"51",51,NA,NA,1,"Nigerian Stock Exchange, London Stock Exchange","2019,2019","0","Warburg Pincus","USA","finance","5",5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/J5UJ-E8XF, perma.cc/W7KX-Z43G, Tanzania_Airtel_2022_Orbis","perma.cc/J5UJ-E8XF, Airtel_2022_Orbis(1)",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"12.05.2023 17:56:15","Ying",2020,"Tanzania","TAZ","TAZ1","Airtel Tanzania (formerly Zain, Celtel, TTCL)","Airtel","ORG-CT1-AFRINIC","37133",2001,2001,0,NA,NA,NA,"Government of Tanzania","Tanzania","state","49",49,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/W7KX-Z43G, Tanzania_Airtel_2022_Orbis",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"20.05.2023 14:54:52","Ying",2022,"Tanzania","TAZ","TAZ2","Tigo Tanzania (formerly Mobitel, Buzz, 2019 merger Zantel)","Tigo","ORG-MTL6-AFRINIC","37035|36930|37359",1994,2000,0,NA,NA,NA,"Axian Telecom","Mauritius",NA,"88.7",88.7,NA,NA,0,NA,NA,NA,"Hassanein Shahreza Hiridjee","Madagascar","individual/family","100",100,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/VJW3-24VH, perma.cc/NF4G-276Y, Tanzania_Tigo_2022_Orbis","perma.cc/VJW3-24VH, Tanzania_Tigo_2022_Orbis(2)",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"20.05.2023 14:55:22","Ying",2022,"Tanzania","TAZ","TAZ2","Tigo Tanzania (formerly Mobitel, Buzz, 2019 merger Zantel)","Tigo","ORG-MTL6-AFRINIC","37035|36930|37359",1994,2000,0,NA,NA,NA,"unknown","unknown",NA,"unknown",9.8,NA,NA,NA,NA,NA,NA,"unknown","unknown","unknown","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/VJW3-24VH, perma.cc/NF4G-276Y","perma.cc/VJW3-24VH",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"20.05.2023 14:59:47","Ying",2022,"Tanzania","TAZ","TAZ2","Tigo Tanzania (formerly Mobitel, Buzz, 2019 merger Zantel)","Tigo","ORG-MTL6-AFRINIC","37035|36930|37359",1994,2000,0,NA,NA,NA,"Government of Tanzania","Tanzania","state","1.5",1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/VJW3-24VH, Tanzania_Tigo_2022_Orbis",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:04:05","Ying",2021,"Tanzania","TAZ","TAZ2","Tigo Tanzania (formerly Mobitel, Buzz, 2019 merger Zantel)","Tigo","ORG-MTL6-AFRINIC","37035|36930|37359",1994,2000,0,NA,NA,NA,"Millicom","Luxembourg",NA,"98.5",98.5,NA,NA,1,"NASDAQ, NASDAQ","NA,2019","2011","Float","unknown","corporation","87.9",87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ADZ7-KUJE, Tanzania_Tigo_2022_Orbis","perma.cc/ADZ7-KUJE, Millicom_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:05:45","Ying",2021,"Tanzania","TAZ","TAZ2","Tigo Tanzania (formerly Mobitel, Buzz, 2019 merger Zantel)","Tigo","ORG-MTL6-AFRINIC","37035|36930|37359",1994,2000,0,NA,NA,NA,"Millicom","Luxembourg",NA,"98.5",98.5,NA,NA,1,"NASDAQ, NASDAQ","NA,2019","2011","Swedbank","Sweden","finance","7",7,NA,NA,1,"NASDAQ Stockholm","2008","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ADZ7-KUJE, Tanzania_Tigo_2022_Orbis","perma.cc/ADZ7-KUJE, Millicom_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:05:02","Ying",2021,"Tanzania","TAZ","TAZ2","Tigo Tanzania (formerly Mobitel, Buzz, 2019 merger Zantel)","Tigo","ORG-MTL6-AFRINIC","37035|36930|37359",1994,2000,0,NA,NA,NA,"Millicom","Luxembourg",NA,"98.5",98.5,NA,NA,1,"NASDAQ, NASDAQ","NA,2019","2011","Dodge and Cox","USA","finance","5.1",5.1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ADZ7-KUJE, Tanzania_Tigo_2022_Orbis","perma.cc/ADZ7-KUJE, Millicom_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 15:17:29","Ying",2021,"Tanzania","TAZ","TAZ2","Tigo Tanzania (formerly Mobitel, Buzz, 2019 merger Zantel)","Tigo","ORG-MTL6-AFRINIC","37035|36930|37359",1994,2000,0,NA,NA,NA,"Government of Tanzania","Tanzania","state","1.5",1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ADZ7-KUJE, Tanzania_Tigo_2022_Orbis",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:07:25","Ying",2020,"Tanzania","TAZ","TAZ2","Tigo Tanzania (formerly Mobitel, Buzz, 2019 merger Zantel)","Tigo","ORG-MTL6-AFRINIC","37035|36930|37359",1994,2000,0,NA,NA,NA,"Millicom","Luxembourg",NA,"98.5",98.5,NA,NA,1,"NASDAQ, NASDAQ","NA,2019","2011","Float","unknown","corporation","90.2",90.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/P84P-U8UY, Tanzania_Tigo_2022_Orbis","perma.cc/P84P-U8UY, Millicom_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:06:46","Ying",2020,"Tanzania","TAZ","TAZ2","Tigo Tanzania (formerly Mobitel, Buzz, 2019 merger Zantel)","Tigo","ORG-MTL6-AFRINIC","37035|36930|37359",1994,2000,0,NA,NA,NA,"Millicom","Luxembourg",NA,"98.5",98.5,NA,NA,1,"NASDAQ, NASDAQ","NA,2019","2011","Swedbank","Sweden","finance","9.8",9.8,NA,NA,1,"NASDAQ Stockholm","2008","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/P84P-U8UY, Tanzania_Tigo_2022_Orbis","perma.cc/P84P-U8UY, Millicom_2022_Orbis",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 14:56:34","Ying",2020,"Tanzania","TAZ","TAZ2","Tigo Tanzania (formerly Mobitel, Buzz, 2019 merger Zantel)","Tigo","ORG-MTL6-AFRINIC","37035|36930|37359",1994,2000,0,NA,NA,NA,"Government of Tanzania","Tanzania","state","1.5",1.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/P84P-U8UY, Tanzania_Tigo_2022_Orbis",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"20.05.2023 14:15:46","Ying",2022,"Tanzania","TAZ","TAZ3","Tanzania Telecommunication Corporation (TTCL)","TTCL","ORG-TTCL1-AFRINIC","33765|327905",1994,0,0,NA,NA,NA,"Government of Tanzania","Tanzania","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/SS82-SG6Z, perma.cc/2UT6-BDN7, Tanzania_TTCL_2022_Orbis",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"20.05.2023 14:12:06","Ying",2021,"Tanzania","TAZ","TAZ3","Tanzania Telecommunication Corporation (TTCL)","TTCL","ORG-TTCL1-AFRINIC","33765|327905",1994,0,0,NA,NA,NA,"Government of Tanzania","Tanzania","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/SS82-SG6Z, perma.cc/2UT6-BDN7, Tanzania_TTCL_2022_Orbis",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"20.05.2023 14:07:29","Ying",2020,"Tanzania","TAZ","TAZ3","Tanzania Telecommunication Corporation (TTCL)","TTCL","ORG-TTCL1-AFRINIC","33765|327905",1994,0,0,NA,NA,NA,"Government of Tanzania","Tanzania","state","100",100,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/SS82-SG6Z, perma.cc/2UT6-BDN7, Tanzania_TTCL_2022_Orbis",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"3/7/2023","Ying",2022,"Tanzania","TAZ","TAZ4","Viettel Tanzania (Halotel)","Viettel","ORG-VT2-AFRINIC","327885",2015,2015,0,NA,NA,NA,"Viettel","Vietnam","NA","100",100,"NA","NA",0,"NA","NA","NA","Ministry of Defence of Vietnam","Vietnam","state","100",100,NA,"NA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/88PB-UA8F, Tanzania_Viettel_2023_Orbis","perma.cc/N4CP-ZBM5, Tanzania_Viettel_2023_Eikon","NA",NA,"No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"3/7/2023","Ying",2021,"Tanzania","TAZ","TAZ4","Viettel Tanzania (Halotel)","Viettel","ORG-VT2-AFRINIC","327885",2015,2015,0,NA,NA,NA,"Viettel","Vietnam","NA","100",100,"NA","NA",0,"NA","NA","NA","Ministry of Defence of Vietnam","Vietnam","state","100",100,NA,"NA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/88PB-UA8F, Tanzania_Viettel_2023_Orbis","perma.cc/N4CP-ZBM5, Tanzania_Viettel_2023_Eikon","NA",NA,"No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"3/7/2023","Ying",2020,"Tanzania","TAZ","TAZ4","Viettel Tanzania (Halotel)","Viettel","ORG-VT2-AFRINIC","327885",2015,2015,0,NA,NA,NA,"Viettel","Vietnam","NA","100",100,"NA","NA",0,"NA","NA","NA","Ministry of Defence of Vietnam","Vietnam","state","100",100,NA,"NA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/88PB-UA8F, Tanzania_Viettel_2023_Orbis","perma.cc/N4CP-ZBM5, Tanzania_Viettel_2023_Eikon","NA",NA,"No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"31.05.2023 17:41:47","Ying",2022,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","Vodafone","United Kingdom","corporation","60.5",60.5,NA,NA,1,"London Stock Exchange","1988","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/DV8G-R26C, perma.cc/CVB2-S5Q8, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/DV8G-R26C, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 17:46:17","Ying",2022,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","Float","unknown","corporation","19.22",19.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/DV8G-R26C, perma.cc/CVB2-S5Q8, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/DV8G-R26C, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 17:51:06","Ying",2022,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","Government Employees Pension Fund","South Africa","state","14.05",14.05,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/DV8G-R26C, perma.cc/CVB2-S5Q8, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/DV8G-R26C, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 17:55:00","Ying",2022,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","YeboYethu Limited","South Africa","corporation","6.23",6.23,NA,NA,1,"Johannesburg Stock Exchange","2016","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/DV8G-R26C, perma.cc/CVB2-S5Q8, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/DV8G-R26C, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 17:58:39","Ying",2022,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Float","unknown","corporation","17.7",17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/CVB2-S5Q8, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 18:01:49","Ying",2022,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Government Employees Pension Fund (via Public Investment Corporation)","South Africa","state","7.3",7.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/CVB2-S5Q8, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:45:52","Ying",2021,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","Vodafone","United Kingdom","corporation","60.5",60.5,NA,NA,1,"London Stock Exchange","1988","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/XXU2-VMHE, perma.cc/D54W-BPRC, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/XXU2-VMHE, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:50:06","Ying",2021,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","Float","unknown","corporation","19.73",19.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/XXU2-VMHE, perma.cc/D54W-BPRC, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/XXU2-VMHE, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:53:58","Ying",2021,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","Government Employees Pension Fund","South Africa","state","13.54",13.54,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/XXU2-VMHE, perma.cc/D54W-BPRC, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/XXU2-VMHE, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:58:24","Ying",2021,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","YeboYethu Limited","South Africa","corporation","6.23",6.23,NA,NA,1,"Johannesburg Stock Exchange","2016","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/XXU2-VMHE, perma.cc/D54W-BPRC, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/XXU2-VMHE, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 17:02:55","Ying",2021,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Float","unknown","corporation","17.7",17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/D54W-BPRC, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 17:06:17","Ying",2021,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Government Employees Pension Fund (via Public Investment Corporation)","South Africa","state","7.3",7.3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/D54W-BPRC, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:12:56","Ying",2020,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","Vodafone","United Kingdom","corporation","60.5",60.5,NA,NA,1,"London Stock Exchange","1988","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ZN53-U2Y9, perma.cc/XM37-SN5R, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/ZN53-U2Y9, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:18:09","Ying",2020,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","Float","unknown","corporation","19.78",19.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ZN53-U2Y9, perma.cc/XM37-SN5R, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/ZN53-U2Y9, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:22:21","Ying",2020,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","Government Employees Pension Fund","South Africa","state","13.49",13.49,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ZN53-U2Y9, perma.cc/XM37-SN5R, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/ZN53-U2Y9, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:26:31","Ying",2020,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Vodacom","South Africa",NA,"75",75,NA,NA,1,"Johannesburg Stock Exchange","2009","0","YeboYethu Limited","South Africa","corporation","6.23",6.23,NA,NA,1,"Johannesburg Stock Exchange","2016","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/ZN53-U2Y9, perma.cc/XM37-SN5R, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon","perma.cc/ZN53-U2Y9, Vodacom_2022_Orbis, Vodacom_2022_Eikon",NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
"31.05.2023 16:31:09","Ying",2020,"Tanzania","TAZ","TAZ5","Vodacom Tanzania","Vodacom","ORG-VTL1-AFRINIC","36908",2000,2000,1,"Dar Es Salaam stock exchange","2017","0","Float","unknown","corporation","17.7",17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"perma.cc/XM37-SN5R, Tanzania_Vodacom_2022_Orbis, Tanzania_Vodacom_2022_Eikon",NA,NA,NA,"No, it should be fine for now (until we implement further intercoder reliability tests)",NA
