"Zeitstempel","Please indicate your first name","year","country","cc","company_id","company_name","commercial_name","NIC_id","ASN","company_market_entry","GSM_license","company_listed","company_listed_exchange","company_listed_year","company_unlisted_year","sh_group_name","sh_group_hq","sh_majority_type","sh_share","sh_share_r","sh_group_pol_entourage","sh_group_pol_type","sh_listed","sh_listed_exchange","sh_listed_year","sh_unlisted_year","sh_mother_group_name","sh_mother_group_hq","sh_mother_type","sh_mother_share","sh_mother_share_r","sh_mother_pol_entourage","sh_mother_pol_type","sh_mother_listed","sh_mother_listed_exchange","sh_mother_listed_year","sh_mother_unlisted_year","ind_name","ind_hq","ind_share","ind_share_r","ind_pol_entourage","ind_pol_type","last_name","last_hq","last_pol_entourage","last_pol_type","last_level","last_level_comp","last_level_comp_type","source_shareholder1","source_shareholder2","source_shareholder3","source_lastshareholder","Based on your coding experience for this particular year of the ISP company, is a validity check more needed than elsewhere?","comments"
"45170","Vera",2021,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Government of Ivory Coast","Ivory Coast","state","15.04",15.04,"NA","NA",0,"NA","NA","NA","NA","NA",NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,"NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA"," https://perma.cc/H6MB-R8HC ","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2021,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Sifcom","Ivory Coast","NA","10.35",10.35,"NA","NA",0,"NA","NA","NA","Allianz CI","Germany","corporation","60",60,NA,"NA",1,"Milan Stock Exchange","2006","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA"," https://perma.cc/H6MB-R8HC ","https://perma.cc/WVC9-VQKT, https://perma.cc/SLF9-GMHU","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2021,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Sifcom","Ivory Coast","NA","10.35",10.35,"NA","NA",0,"NA","NA","NA","SIPH","France","corporation","33.799999999999997",33.8,NA,"NA",0,"NA","NA","NA",NA,"NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA"," https://perma.cc/H6MB-R8HC ","https://perma.cc/SLF9-GMHU","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2021,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Sifcom","Ivory Coast","NA","10.35",10.35,"NA","NA",0,"NA","NA","NA","Sivom","Ivory Coast","NA","6.2",6.2,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA"," https://perma.cc/H6MB-R8HC ","https://perma.cc/SLF9-GMHU","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2021,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","small investors","Ivory Coast","NA","2.09",2.09,"NA","NA",0,"NA","NA","NA","unknown","unknown","unknown","unknown",NA,NA,"NA",0,"NA","NA",NA,NA,"NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA"," https://perma.cc/H6MB-R8HC ","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2020,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Orange","France","NA","71.790000000000006",71.79,"NA","NA",1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Float","unknown","corporation","70.91",70.91,NA,"NA",NA,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/G5VK-U5V8,  https://perma.cc/H6MB-R8HC ","perma.cc/NZ2B-975U, Orange_2022_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2020,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Orange","France","NA","71.790000000000006",71.79,"NA","NA",1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Government of France","France","state","13.39",13.39,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/G5VK-U5V8,  https://perma.cc/H6MB-R8HC ","perma.cc/NZ2B-975U, Orange_2022_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2020,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Orange","France","NA","71.790000000000006",71.79,"NA","NA",1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Bpifrance","France","state","9.56",9.56,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/G5VK-U5V8,  https://perma.cc/H6MB-R8HC ","perma.cc/NZ2B-975U, Orange_2022_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2020,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Orange","France","NA","71.790000000000006",71.79,"NA","NA",1,"New York Stock Exchange, Euronext Paris","1997,1997","0","Orange Employees","France","corporation","6.14",6.14,NA,"NA",0,"NA","NA","NA","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","perma.cc/G5VK-U5V8,  https://perma.cc/H6MB-R8HC ","perma.cc/NZ2B-975U, Orange_2022_Orbis","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2020,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Government of Ivory Coast","Ivory Coast","state","15.04",15.04,"NA","NA",0,"NA","NA","NA","NA","NA",NA,"NA",NA,NA,"NA",NA,"NA","NA",NA,NA,"NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA"," https://perma.cc/H6MB-R8HC,","NA","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2020,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Sifcom","Ivory Coast","NA","10.35",10.35,"NA","NA",0,"NA","NA","NA","Allianz CI","Germany","corporation","60",60,NA,"NA",1,"Milan Stock Exchange","2006","0","NA","NA","NA",NA,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA"," https://perma.cc/H6MB-R8HC ","https://perma.cc/4SKR-VLR4","NA","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2020,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Sifcom","Ivory Coast","NA","10.35",10.35,"NA","NA",0,"NA","NA","NA","SIFCA","France","corporation","33.799999999999997",33.8,NA,"NA",0,"NA","NA","NA","Billion family","Ivory Coast","44.22",44.22,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA"," https://perma.cc/H6MB-R8HC "," https://perma.cc/5RD9-3MXB, https://perma.cc/SLF9-GMHU","https://perma.cc/5RD9-3MXB, https://perma.cc/L66Y-9HHU","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
"45170","Vera",2020,"Ivory Coast","CDI","CDI7","Orange Cote d'Ivoire (Société Ivoiriene de Mobiles (SIM), Ivoiris)","Orange","ORG-OCD2-AFRINIC","327710|29571",1996,1996,0,"NA","NA","0","Sifcom","Ivory Coast","NA","10.35",10.35,"NA","NA",0,"NA","NA","NA","SIFCA","France","corporation","33.799999999999997",33.8,NA,"NA",0,"NA","NA","NA","Yves Lambelin & family","Ivory Coast","21.18",21.18,NA,"NA","NA","NA",NA,"NA",NA,"NA","NA"," https://perma.cc/H6MB-R8HC "," https://perma.cc/5RD9-3MXB, https://perma.cc/SLF9-GMHU","https://perma.cc/5RD9-3MXB, https://perma.cc/L66Y-9HHU","NA","No, it should be fine for now (until we implement further intercoder reliability tests)","NA"
